Sample	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
SRR11772244_1	6276	1595	1926	2521	2911	3267	2391	2378	3628	4084	4040	3064	2763	4002	4543	4392	3363	2882	4190	4842	5098	3982	3014	3953	4960	5314	4653	3666	3824	4956	5690	10693	68380	187358
SRR11772244_2	6176	1557	1896	2474	2866	3207	2353	2340	3586	4035	3996	3040	2724	3950	4495	4348	3334	2860	4147	4801	5050	3951	2994	3921	4926	5279	4622	3644	3795	4895	5598	10837	68906	187996
