Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR11772244_1	1.1653515728477737	0.582786624503861	0.00011083807997410823	0	0	0	0	0	0	0	0	0	0	0	0	0.0003325142399223247	0.0007758665598187576	0.0013300569596892988	0.001995085439533948	0.003657656639145571	0.0070936371183429265	0.012413864957100122	0.020394206715235914	0.05985256318601844	0.1549516358038033	0.19862183931360194	0.24295707130324523	0.4435739960563811	0.7480462017452564	1.096742801343801	1.6658963420108468	2.5408521453264568	3.53163374221501	4.6393495134762475	5.6575081161184055	6.5306905101544315	7.206470283756569	7.72962602123436	7.634194434376653	6.81100001440895	6.212363544468793	5.687988588111286	5.086137813851878	4.528622271582114	3.8649238486971536	3.2732701777953643	2.7024540659287064	2.113017156626399	1.734948465834716	1.4085303203109674	1.1362011578145834	1.0161635172026242	0.8403743223636885	0.5993014984200031	0.4006796591064012	0.30402885336897884	0.21269827547031367	0.08800543549944193	0.04056673727052361	0.022721806394692186	0.010529617597540283	0.006982799038368818	0.0060960943985759524	0.0070936371183429265	0.005985256318601844	0.0021059235195080564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR11772244_2	1.1501363260274429	0.5750681630137214	0	0	0	0	0	0.00033317970047144925	0.00033317970047144925	0	0.00022211980031429954	0.00022211980031429954	0.0005552995007857488	0.0009995391014143479	0.0008884792012571982	0.001443778702042947	0.0021101381029858457	0.002221198003142995	0.0029986173042430434	0.004886635606914589	0.008107372711471932	0.014326727120272319	0.023211519132844298	0.06041658568548947	0.16348017303132445	0.21123593009889885	0.2535497520587729	0.45667830944619975	0.7577616987722328	1.1018252694590827	1.6651210830561463	2.550490607108944	3.5178223374777184	4.5828867799847846	5.6327360161703215	6.527545631736477	7.1845760010661746	7.707334951105879	7.618931270580788	6.822298606753553	6.224018924606987	5.701593154267754	5.108089047827946	4.4978148964644085	3.848225540445239	3.300700232670491	2.714970319241683	2.1376809582248186	1.751747805178723	1.4146810082017736	1.1538013027326288	1.011644630531477	0.817178745356308	0.5932819866394939	0.40281425786998215	0.2939755557159754	0.20679353409261284	0.08984745922713416	0.044090780362388456	0.025654836936301592	0.012882948418229371	0.008551612312100531	0.007107833610057585	0.007218893510214735	0.005886174708328937	0.002665437603771594	0.0008884792012571982	0.0004442396006285991	0.00011105990015714977	0.0004442396006285991	0.00033317970047144925	0.00011105990015714977	0.00011105990015714977	0.00033317970047144925	0.0007774193011000483	0.0006663594009428985	0.0004442396006285991	0.0006663594009428985	0.0004442396006285991	0.00033317970047144925	0.0006663594009428985	0.0004442396006285991	0.00022211980031429954	0.0004442396006285991	0.0005552995007857488	0.00033317970047144925	0.00011105990015714977	0.00011105990015714977	0.00011105990015714977	0.00011105990015714977	0.00033317970047144925	0.00033317970047144925	0.00011105990015714977	0	0	0	0.00022211980031429954	0.00022211980031429954	0.00011105990015714977	0.001332718801885797	0.0024433178034572946
