Sample	1	2	3	4	5	6	7	8	9	>10	>50	>100	>500	>1k	>5k	>10k+
SRR11772244_1	14.02161732089787	5.180460687625293	3.4851884690287807	2.7748382081076652	2.3726010728057014	2.252735966552175	1.9857045910155775	1.9240819658917467	1.7316737693025723	36.73462489502053	13.933733577050383	12.120416329735646	0.13156560469476	0	1.3507575422713007	0
SRR11772244_2	18.389290922273783	5.093540749925305	3.3376528760243924	2.6705687720320532	2.460355958903351	2.184008777599326	1.9032001508231575	1.7698816625967146	1.743112989763846	36.12064985639069	12.495983891539526	10.48938318095019	0	0	1.3423702111776683	0
